"ai_id","Gerai Rak","Motor Bak Roda 3","Truk","AC","APAR","CCTV","Internet","Software Kasir","Kasir","Mebel","Pickup 4x4","Printer","Keranjang Belanja","Seragam KDKMP","Pallet","Brankas","Starlink"
"867","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"868","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"869","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"870","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"871","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"872","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"873","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"874","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"875","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"876","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"877","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"878","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"879","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"880","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"881","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"882","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"883","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"884","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"885","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"886","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"887","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"888","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"889","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"890","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"891","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"892","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"893","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"894","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"895","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"896","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"897","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"898","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"899","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"900","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"901","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"902","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"903","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"904","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"905","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"906","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"907","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"908","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"909","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"910","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"911","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"912","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"913","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"914","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"915","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"916","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"917","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"918","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"919","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"920","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"921","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"922","","","","","","","","","","","","","","","","",""
"923","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"924","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"925","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"926","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"927","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"928","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"929","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"930","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"931","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"932","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"933","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"934","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"935","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"936","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"937","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"938","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"939","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"940","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"941","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"942","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"943","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"944","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"945","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"946","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"947","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"948","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"949","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"950","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"951","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"952","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"953","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"954","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"955","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"956","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"957","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"958","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"959","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"960","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
"961","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","","","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","","",""
"962","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","","",""
