"ai_id","Gerai Rak","Motor Bak Roda 3","Truk","AC","APAR","CCTV","Internet","Software Kasir","Kasir","Mebel","Pickup 4x4","Printer","Keranjang Belanja","Seragam KDKMP","Pallet","Brankas","Starlink"
"219","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"220","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"221","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"222","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"223","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"224","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","TRANSIT","",""
"225","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","TRANSIT","",""
"226","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"227","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"228","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"229","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"230","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"231","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"232","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"233","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"234","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","TRANSIT","",""
"235","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","TRANSIT","",""
"236","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TRANSIT","",""
"237","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TRANSIT","",""
"238","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"239","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"240","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"241","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"242","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"243","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"244","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"245","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"246","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"247","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"248","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"249","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"250","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"251","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"252","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"253","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"254","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TRANSIT","",""
"255","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"256","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"257","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"258","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"259","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"260","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"261","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TRANSIT","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"262","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"263","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"264","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"265","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"266","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"267","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"268","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"269","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"270","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"271","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"272","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"273","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"274","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"275","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","PENGIRIMAN","","TRANSIT","",""
"276","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"277","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"278","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"279","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"280","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"281","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"282","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"283","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"284","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"285","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"286","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"287","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"288","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"289","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"290","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"291","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"292","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"293","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"294","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"295","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"296","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"297","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"298","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"299","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
"300","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","TRANSIT","",""
